Date,Close,Portfolio Value
2024-09-04,703.7999877929688,10000.0
2024-09-05,698.2000122070312,10000.0
2024-09-06,688.0999755859375,10000.0
2024-09-09,666.8499755859375,10000.0
2024-09-10,694.1500244140625,10000.0
2024-09-11,676.7000122070312,10000.0
2024-09-12,564.9000244140625,10000.0
2024-09-13,555.0,10000.0
2024-09-16,549.9000244140625,10000.0
2024-09-17,544.2000122070312,10000.0
2024-09-18,547.4500122070312,10000.0
2024-09-19,542.4500122070312,10000.0
2024-09-20,539.9000244140625,10000.0
2024-09-23,560.2000122070312,10000.0
2024-09-24,563.0999755859375,10000.0
2024-09-25,555.9500122070312,10000.0
2024-09-26,543.7000122070312,10000.0
2024-09-27,556.0999755859375,10000.0
2024-09-30,558.5999755859375,10000.0
2024-10-01,579.1500244140625,10000.0
2024-10-03,595.4500122070312,10000.0
2024-10-04,569.75,10000.0
2024-10-07,548.1500244140625,10000.0
2024-10-08,556.5,10000.0
2024-10-09,573.6500244140625,10000.0
2024-10-10,578.4000244140625,10000.0
2024-10-11,603.8499755859375,10000.0
2024-10-14,608.7999877929688,10000.0
2024-10-15,599.6500244140625,10000.0
2024-10-16,609.0499877929688,10000.0
2024-10-17,594.4500122070312,10000.0
2024-10-18,597.25,10000.0
2024-10-21,590.7999877929688,10000.0
2024-10-22,555.7000122070312,10000.0
2024-10-23,565.7000122070312,10000.0
2024-10-24,557.0,10000.0
2024-10-25,539.5999755859375,10000.0
2024-10-28,552.8499755859375,10000.0
2024-10-29,556.6500244140625,10000.0
2024-10-30,554.7999877929688,10000.0
2024-10-31,569.5999755859375,10000.0
2024-11-01,570.2000122070312,10000.0
2024-11-04,549.9500122070312,10000.0
2024-11-05,550.4000244140625,10000.0
2024-11-06,576.4500122070312,10000.0
2024-11-07,572.0999755859375,10000.0
2024-11-08,584.5,10000.0
2024-11-11,572.2999877929688,10000.0
2024-11-12,562.1500244140625,10000.0
2024-11-13,532.4000244140625,10000.0
2024-11-14,533.9000244140625,10000.0
2024-11-18,529.0999755859375,10000.0
2024-11-19,552.6500244140625,10000.0
2024-11-21,544.8499755859375,10000.0
2024-11-22,559.5,10000.0
2024-11-25,575.0499877929688,10000.0
2024-11-26,595.2999877929688,10000.0
2024-11-27,582.9500122070312,10000.0
2024-11-28,583.6500244140625,10000.0
2024-11-29,584.2999877929688,10000.0
2024-12-02,595.0499877929688,10000.0
2024-12-03,534.1500244140625,10000.0
2024-12-04,543.0499877929688,10000.0
2024-12-05,566.9500122070312,10000.0
2024-12-06,575.6500244140625,10000.0
2024-12-09,580.0999755859375,10000.0
2024-12-10,582.7999877929688,10000.0
2024-12-11,585.2999877929688,10000.0
2024-12-12,589.2999877929688,10000.0
2024-12-13,584.7999877929688,10000.0
2024-12-16,584.0999755859375,10000.0
2024-12-17,589.75,10000.0
2024-12-18,596.7999877929688,10000.0
2024-12-19,600.0499877929688,10000.0
2024-12-20,592.4000244140625,10000.0
2024-12-23,586.7000122070312,10000.0
2024-12-24,596.8499755859375,10000.0
2024-12-26,592.9500122070312,10000.0
2024-12-27,585.8499755859375,10000.0
2024-12-30,583.7000122070312,10000.0
2024-12-31,592.2999877929688,10000.0
2025-01-01,597.4000244140625,10000.0
2025-01-02,608.5999755859375,10000.0
2025-01-03,605.2000122070312,10000.0
2025-01-06,607.9000244140625,10000.0
2025-01-07,616.0999755859375,10000.0
2025-01-08,608.4000244140625,10000.0
2025-01-09,606.0,10000.0
2025-01-10,593.5999755859375,10000.0
2025-01-13,568.0,10000.0
2025-01-14,583.75,10000.0
2025-01-15,573.2000122070312,10000.0
2025-01-16,579.4500122070312,10000.0
2025-01-17,579.2000122070312,10000.0
2025-01-20,597.75,10000.0
2025-01-21,589.2999877929688,10000.0
2025-01-22,590.25,10000.0
2025-01-23,599.5999755859375,10000.0
2025-01-24,582.0,10000.0
2025-01-27,544.5999755859375,10000.0
2025-01-28,516.4000244140625,10000.0
2025-01-29,534.7999877929688,10000.0
2025-01-30,564.4500122070312,10000.0
2025-01-31,556.3499755859375,10000.0
2025-02-01,565.0999755859375,10000.0
2025-02-03,556.4500122070312,10000.0
2025-02-04,570.9000244140625,10000.0
2025-02-05,582.7000122070312,10000.0
2025-02-06,578.9000244140625,10000.0
2025-02-07,582.9000244140625,10000.0
2025-02-10,569.0499877929688,10000.0
2025-02-11,552.2000122070312,10000.0
2025-02-12,538.0999755859375,10000.0
2025-02-13,542.25,10000.0
2025-02-14,512.8499755859375,10000.0
2025-02-17,522.25,10000.0
2025-02-18,518.75,10000.0
2025-02-19,531.4500122070312,10000.0
2025-02-20,527.0499877929688,10000.0
2025-02-21,508.54998779296875,10000.0
2025-02-24,516.4000244140625,10000.0
2025-02-25,514.75,10000.0
2025-02-27,506.95001220703125,10000.0
2025-02-28,461.79998779296875,10000.0
2025-03-03,472.8500061035156,10000.0
2025-03-04,471.6000061035156,10000.0
2025-03-05,483.70001220703125,10000.0
2025-03-06,494.0,10000.0
2025-03-07,493.1499938964844,10000.0
2025-03-10,478.6499938964844,10000.0
2025-03-11,478.70001220703125,10000.0
2025-03-12,476.0,10000.0
2025-03-13,470.6499938964844,10000.0
2025-03-17,488.6000061035156,10000.0
2025-03-18,488.6000061035156,10000.0
2025-03-19,496.25,10000.0
2025-03-20,500.3500061035156,10000.0
2025-03-21,507.45001220703125,10000.0
2025-03-24,511.45001220703125,10000.0
2025-03-25,505.1000061035156,10000.0
2025-03-26,492.45001220703125,10000.0
2025-03-27,490.3999938964844,10000.0
2025-03-28,486.3500061035156,10000.0
2025-04-01,482.75,10000.0
2025-04-02,483.1499938964844,10000.0
2025-04-03,491.20001220703125,10000.0
2025-04-04,456.75,10000.0
2025-04-07,436.8999938964844,10000.0
2025-04-08,444.3500061035156,10000.0
2025-04-09,431.1000061035156,10000.0
2025-04-11,451.29998779296875,10000.0
2025-04-15,464.3999938964844,10000.0
2025-04-16,463.04998779296875,10000.0
2025-04-17,467.5,10000.0
2025-04-21,480.20001220703125,10000.0
2025-04-22,480.04998779296875,10000.0
2025-04-23,484.95001220703125,10000.0
2025-04-24,475.04998779296875,10000.0
2025-04-25,452.54998779296875,10000.0
2025-04-28,461.45001220703125,10000.0
2025-04-29,455.6000061035156,10000.0
2025-04-30,455.79998779296875,10000.0
2025-05-02,453.20001220703125,10000.0
2025-05-05,461.75,10000.0
2025-05-06,448.1499938964844,9859.299865722656
2025-05-07,453.8500061035156,9984.700134277344
2025-05-08,442.5,9735.0
2025-05-09,440.8999938964844,9699.799865722656
2025-05-12,460.1499938964844,10123.299865722656
2025-05-13,477.75,10510.5
2025-05-14,492.79998779296875,10841.599731445312
2025-05-15,502.45001220703125,11053.900268554688
2025-05-16,505.6000061035156,11053.900268554688
2025-05-19,511.70001220703125,11053.900268554688
2025-05-20,509.20001220703125,11053.900268554688
2025-05-21,517.9000244140625,11053.900268554688
2025-05-22,516.2000122070312,11053.900268554688
2025-05-23,517.9500122070312,11053.900268554688
2025-05-26,520.0,11053.900268554688
2025-05-27,528.7999877929688,11053.900268554688
2025-05-28,522.4000244140625,10970.400512695312
2025-05-29,535.2999877929688,11241.299743652344
2025-05-30,530.5499877929688,11141.549743652344
